### LOVD-version 3000-180 ### Transcripts Quick Download format ### This file can not be imported ###
# charset=UTF-8
"{{chromosome}}"	"{{geneid}}"	"{{name}}"	"{{id_ncbi}}"	"{{id_protein_ncbi}}"
"12"	"ELK3"	"ELK3, ETS-domain protein (SRF accessory protein 2)"	"NM_005230.2"	"NP_005221.2"
"1"	"ELK4"	"transcript variant b"	"NM_021795.2"	"NP_068567.1"
"19"	"ELL"	"elongation factor RNA polymerase II"	"NM_006532.3"	"NP_006523.1"
"5"	"ELL2"	"elongation factor, RNA polymerase II, 2"	"NM_012081.5"	"NP_036213.2"
"15"	"ELL3"	"elongation factor RNA polymerase II-like 3"	"NM_025165.2"	"NP_079441.1"
"7"	"ELMO1"	"transcript variant 3"	"NM_001039459.2"	"NP_001034548.1"
"20"	"ELMO2"	"transcript variant 1"	"NM_133171.3"	"NP_573403.1"
"16"	"ELMO3"	"engulfment and cell motility 3"	"NM_024712.3"	"NP_078988.2"
"11"	"ELMOD1"	"transcript variant 1"	"NM_018712.3"	"NP_061182.3"
"4"	"ELMOD2"	"ELMO/CED-12 domain containing 2"	"NM_153702.3"	"NP_714913.1"
"2"	"ELMOD3"	"transcript variant 1"	"NM_032213.4"	"NP_115589.2"
"7"	"ELN"	"transcript variant 1"	"NM_000501.2"	"NP_000492.2"
"19"	"ELOF1"	"elongation factor 1 homolog (S. cerevisiae)"	"NM_032377.3"	"NP_115753.1"
"1"	"ELOVL1"	"transcript variant 1"	"NM_022821.3"	"NP_073732.1"
"6"	"ELOVL2"	"ELOVL fatty acid elongase 2"	"NM_017770.3"	"NP_060240.3"
"6"	"ELOVL2-AS1"	"transcript variant 1"	"NR_038962.1"	""
"10"	"ELOVL3"	"ELOVL fatty acid elongase 3"	"NM_152310.1"	"NP_689523.1"
"6"	"ELOVL4"	"ELOVL fatty acid elongase 4"	"NM_022726.3"	"NP_073563.1"
"6"	"ELOVL5"	"transcript variant 1"	"NM_021814.4"	"NP_068586.1"
"4"	"ELOVL6"	"transcript variant 1"	"NM_024090.2"	"NP_076995.1"
"5"	"ELOVL7"	"transcript variant 2"	"NM_001104558.1"	"NP_001098028.1"
"18"	"ELP2"	"elongation protein 2 homolog (S. cerevisiae), transcript variant 2"	"NM_018255.2"	"NP_060725.1"
"8"	"ELP3"	"elongation protein 3 homolog (S. cerevisiae)"	"NM_018091.5"	"NP_060561.3"
"11"	"ELP4"	"elongation protein 4 homolog (S. cerevisiae)"	"NM_019040.3"	"NP_061913.3"
"19"	"ELSPBP1"	"epididymal sperm binding protein 1"	"NM_022142.4"	"NP_071425.3"
"1"	"ELTD1"	"EGF, latrophilin and seven transmembrane domain containing 1"	"NM_022159.3"	"NP_071442.2"
"5"	"EMB"	"embigin"	"NM_198449.2"	"NP_940851.1"
"1"	"EMBP1"	"embigin pseudogene 1"	"NR_003955.1"	""
"1"	"EMC1"	"transcript variant 1"	"NM_015047.2"	"NP_055862.1"
"8"	"EMC2"	"ER membrane protein complex subunit 2"	"NM_014673.3"	"NP_055488.1"
"3"	"EMC3"	"ER membrane protein complex subunit 3"	"NM_018447.2"	"NP_060917.1"
"17"	"EMC6"	"transcript variant 2"	"NM_031298.2"	"NP_112588.1"
"14"	"EMC9"	"ER membrane protein complex subunit 9"	"NM_016049.3"	"NP_057133.2"
"4"	"EMCN"	"transcript variant 1"	"NM_016242.3"	"NP_057326.2"
"4"	"EMCN-IT3"	"EMCN intronic transcript 3 (non-protein coding)"	"NR_046811.1"	""
"X"	"EMD"	"emerin"	"NM_000117.2"	"NP_000108.1"
"17"	"EME1"	"transcript variant 2"	"NM_152463.2"	"NP_689676.2"
"16"	"EME2"	"essential meiotic endonuclease 1 homolog 2 (S. pombe)"	"NM_001010865.1"	"NP_001010865.1"
"12"	"EMG1"	"EMG1 nucleolar protein homolog (S. cerevisiae)"	"NM_006331.7"	"NP_006322.4"
"22"	"EMID1"	"transcript variant 1"	"NM_133455.3"	"NP_597712.2"
"2"	"EMILIN1"	"elastin microfibril interfacer 1"	"NM_007046.3"	"NP_008977.1"
"18"	"EMILIN2"	"elastin microfibril interfacer 2"	"NM_032048.2"	"NP_114437.2"
"20"	"EMILIN3"	"elastin microfibril interfacer 3"	"NM_052846.1"	"NP_443078.1"
"14"	"EML1"	"transcript variant 1"	"NM_001008707.1"	"NP_001008707.1"
"19"	"EML2"	"transcript variant 2"	"NM_012155.2"	"NP_036287.1"
"11"	"EML3"	"echinoderm microtubule associated protein like 3"	"NM_153265.2"	"NP_694997.2"
"2"	"EML4"	"transcript variant 1"	"NM_019063.3"	"NP_061936.2"
"14"	"EML5"	"echinoderm microtubule associated protein like 5"	"NM_183387.2"	"NP_899243.1"
"2"	"EML6"	"echinoderm microtubule associated protein like 6"	"NM_001039753.2"	"NP_001034842.2"
"12"	"EMP1"	"epithelial membrane protein 1"	"NM_001423.2"	"NP_001414.1"
"16"	"EMP2"	"epithelial membrane protein 2"	"NM_001424.4"	"NP_001415.1"
"19"	"EMP3"	"epithelial membrane protein 3"	"NM_001425.2"	"NP_001416.1"
"19"	"EMR1"	"transcript variant 2"	"NM_001256252.1"	"NP_001243181.1"
"19"	"EMR2"	"transcript variant 8"	"NM_001271052.1"	"NP_001257981.1"
"19"	"EMR3"	"egf-like module containing, mucin-like, hormone receptor-like 3"	"NM_032571.3"	"NP_115960.2"
"19"	"EMR4P"	"egf-like module containing, mucin-like, hormone receptor-like 4 pseudogene"	"NR_024075.1"	""
"2"	"EMX1"	"empty spiracles homeobox 1"	"NM_004097.2"	"NP_004088.2"
"10"	"EMX2"	"transcript variant 1"	"NM_004098.3"	"NP_004089.1"
"10"	"EMX2OS"	"EMX2 opposite strand/antisense RNA"	"NR_002791.2"	""
"2"	"EN1"	"engrailed homeobox 1"	"NM_001426.3"	"NP_001417.3"
"7"	"EN2"	"engrailed homeobox 2"	"NM_001427.3"	"NP_001418.2"
"1"	"ENAH"	"transcript variant 2"	"NM_018212.4"	"NP_060682.2"
"4"	"ENAM"	"enamelin"	"NM_031889.2"	"NP_114095.2"
"5"	"ENC1"	"ectodermal-neural cortex 1 (with BTB-like domain), transcript variant 1"	"NM_003633.3"	"NP_003624.1"
"11"	"ENDOD1"	"endonuclease domain containing 1"	"NM_015036.2"	"NP_055851.1"
"9"	"ENDOG"	"endonuclease G"	"NM_004435.2"	"NP_004426.2"
"12"	"ENDOU"	"transcript variant 2"	"NM_006025.3"	"NP_006016.1"
"17"	"ENDOV"	"transcript variant 1"	"NM_173627.3"	"NP_775898.2"
"9"	"ENG"	"transcript variant 2"	"NM_000118.2"	"NP_000109.1"
"17"	"ENGASE"	"endo-beta-N-acetylglucosaminidase"	"NM_001042573.2"	"NP_001036038.1"
"9"	"ENHO"	"energy homeostasis associated"	"NM_198573.2"	"NP_940975.2"
"16"	"ENKD1"	"enkurin domain containing 1"	"NM_032140.1"	"NP_115516.1"
"10"	"ENKUR"	"transcript variant 1"	"NM_145010.3"	"NP_659447.1"
"1"	"ENO1"	"transcript variant 1"	"NM_001428.3"	"NP_001419.1"
"1"	"ENO1-AS1"	"ENO1 antisense RNA 1"	"NR_038351.1"	""
"12"	"ENO2"	"enolase 2 (gamma, neuronal)"	"NM_001975.2"	"NP_001966.1"
"17"	"ENO3"	"transcript variant 3"	"NM_001193503.1"	"NP_001180432.1"
"10"	"ENO4"	"enolase family member 4"	"NM_001242699.1"	"NP_001229628.1"
"4"	"ENOPH1"	"enolase-phosphatase 1"	"NM_021204.3"	"NP_067027.1"
"18"	"ENOSF1"	"transcript variant 1"	"NM_017512.5"	"NP_059982.2"
"13"	"ENOX1"	"transcript variant 1"	"NM_017993.3"	"NP_060463.2"
"X"	"ENOX2"	"transcript variant 2"	"NM_182314.1"	"NP_872114.1"
"4"	"ENPEP"	"glutamyl aminopeptidase (aminopeptidase A)"	"NM_001977.3"	"NP_001968.3"
"6"	"ENPP1"	"ectonucleotide pyrophosphatase/phosphodiesterase 1"	"NM_006208.2"	"NP_006199.2"
"8"	"ENPP2"	"transcript variant 2"	"NM_001040092.2"	"NP_001035181.1"
"6"	"ENPP3"	"ectonucleotide pyrophosphatase/phosphodiesterase 3"	"NM_005021.3"	"NP_005012.2"
"6"	"ENPP4"	"ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)"	"NM_014936.4"	"NP_055751.1"
"6"	"ENPP5"	"ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)"	"NM_021572.4"	"NP_067547.1"
"4"	"ENPP6"	"ectonucleotide pyrophosphatase/phosphodiesterase 6"	"NM_153343.3"	"NP_699174.1"
"17"	"ENPP7"	"ectonucleotide pyrophosphatase/phosphodiesterase 7"	"NM_178543.3"	"NP_848638.2"
"1"	"ENSA"	"transcript variant 1"	"NM_207042.1"	"NP_996925.1"
"22"	"ENTHD1"	"ENTH domain containing 1"	"NM_152512.3"	"NP_689725.2"
"10"	"ENTPD1"	"transcript variant 1"	"NM_001776.5"	"NP_001767.3"
"9"	"ENTPD2"	"transcript variant 1"	"NM_203468.2"	"NP_982293.1"
"3"	"ENTPD3"	"ectonucleoside triphosphate diphosphohydrolase 3"	"NM_001248.2"	"NP_001239.2"
"8"	"ENTPD4"	"transcript variant 1"	"NM_004901.4"	"NP_004892.1"
"14"	"ENTPD5"	"ectonucleoside triphosphate diphosphohydrolase 5"	"NM_001249.2"	"NP_001240.1"
"20"	"ENTPD6"	"transcript variant 2"	"NM_001114089.1"	"NP_001107561.1"
"10"	"ENTPD7"	"ectonucleoside triphosphate diphosphohydrolase 7"	"NM_020354.3"	"NP_065087.1"
"9"	"ENTPD8"	"transcript variant 2"	"NM_198585.2"	"NP_940987.2"
"8"	"ENY2"	"transcript variant 1"	"NM_020189.5"	"NP_064574.1"
"3"	"EOGT"	"EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase"	"NM_173654.1"	"NP_775925.1"
"3"	"EOMES"	"eomesodermin"	"NM_005442.2"	"NP_005433.2"
"22"	"EP300"	"E1A binding protein p300"	"NM_001429.3"	"NP_001420.2"
"12"	"EP400"	"E1A binding protein p400"	"NM_015409.4"	"NP_056224.3"
"12"	"EP400NL"	"EP400 N-terminal like"	"NR_003290.2"	""
"2"	"EPAS1"	"endothelial PAS domain protein 1"	"NM_001430.4"	"NP_001421.2"
"1"	"EPB41"	"transcript variant 4"	"NM_203342.2"	"NP_976217.1"
"20"	"EPB41L1"	"transcript variant 1"	"NM_012156.2"	"NP_036288.2"
"6"	"EPB41L2"	"transcript variant 3"	"NM_001135554.1"	"NP_001129026.1"
"18"	"EPB41L3"	"erythrocyte membrane protein band 4.1-like 3"	"NM_012307.2"	"NP_036439.2"
"5"	"EPB41L4A"	"erythrocyte membrane protein band 4.1 like 4A"	"NM_022140.3"	"NP_071423.3"
"9"	"EPB41L4B"	"transcript variant 1"	"NM_018424.2"	"NP_060894.2"
"2"	"EPB41L5"	"transcript variant 1"	"NM_020909.3"	"NP_065960.2"
"15"	"EPB42"	"transcript variant 1"	"NM_000119.2"	"NP_000110.2"
"8"	"EPB49"	"transcript variant 1"	"NM_001978.2"	"NP_001969.2"
"10"	"EPC1"	"enhancer of polycomb homolog 1 (Drosophila)"	"NM_025209.2"	"NP_079485.1"
"2"	"EPC2"	"enhancer of polycomb homolog 2 (Drosophila)"	"NM_015630.3"	"NP_056445.3"
"2"	"EPCAM"	"epithelial cell adhesion molecule"	"NM_002354.2"	"NP_002345.2"
"7"	"EPDR1"	"transcript variant 1"	"NM_017549.3"	"NP_060019.1"
"18"	"EPG5"	"ectopic P-granules autophagy protein 5 homolog (C. elegans)"	"NM_020964.2"	"NP_066015.2"
"4"	"EPGN"	"epithelial mitogen homolog (mouse), transcript variant 1"	"NM_001270989.1"	"NP_001257918.1"
"7"	"EPHA1"	"EPH receptor A1"	"NM_005232.4"	"NP_005223.4"
"7"	"EPHA1-AS1"	"EPHA1 antisense RNA 1"	"NR_033897.1"	""
"1"	"EPHA10"	"transcript variant 2"	"NM_173641.2"	"NP_775912.2"
"1"	"EPHA2"	"EPH receptor A2"	"NM_004431.3"	"NP_004422.2"
"3"	"EPHA3"	"transcript variant 1"	"NM_005233.5"	"NP_005224.2"
"2"	"EPHA4"	"EPH receptor A4"	"NM_004438.3"	"NP_004429.1"
"4"	"EPHA5"	"transcript variant 1"	"NM_004439.5"	"NP_004430.4"
"3"	"EPHA6"	"transcript variant 1"	"NM_001080448.2"	"NP_001073917.2"
"6"	"EPHA7"	"EPH receptor A7"	"NM_004440.3"	"NP_004431.1"
"1"	"EPHA8"	"transcript variant 1"	"NM_020526.3"	"NP_065387.1"
"3"	"EPHB1"	"EPH receptor B1"	"NM_004441.4"	"NP_004432.1"
"1"	"EPHB2"	"transcript variant 1"	"NM_017449.3"	"NP_059145.2"
"3"	"EPHB3"	"EPH receptor B3"	"NM_004443.3"	"NP_004434.2"
"7"	"EPHB4"	"EPH receptor B4"	"NM_004444.4"	"NP_004435.3"
"7"	"EPHB6"	"EPH receptor B6"	"NM_004445.3"	"NP_004436.2"
"1"	"EPHX1"	"transcript variant 1"	"NM_000120.3"	"NP_000111.1"
"8"	"EPHX2"	"transcript variant 2"	"NM_001256482.1"	"NP_001243411.1"
"19"	"EPHX3"	"transcript variant 1"	"NM_024794.2"	"NP_079070.1"
"1"	"EPHX4"	"epoxide hydrolase 4"	"NM_173567.4"	"NP_775838.3"
"6"	"EPM2A"	"transcript variant 2"	"NM_001018041.1"	"NP_001018051.1"
"3"	"EPM2AIP1"	"EPM2A (laforin) interacting protein 1"	"NM_014805.3"	"NP_055620.1"
"19"	"EPN1"	"transcript variant 3"	"NM_013333.3"	"NP_037465.2"
"17"	"EPN2"	"transcript variant 2"	"NM_014964.4"	"NP_055779.2"
"17"	"EPN2-AS1"	"EPN2 antisense RNA 1"	"NR_048576.1"	""
"17"	"EPN2-IT1"	"EPN2 intronic transcript 1 (non-protein coding)"	"NR_046824.1"	""
"17"	"EPN3"	"epsin 3"	"NM_017957.2"	"NP_060427.2"
"7"	"EPO"	"erythropoietin"	"NM_000799.2"	"NP_000790.2"
"19"	"EPOR"	"transcript variant 1"	"NM_000121.3"	"NP_000112.1"
"8"	"EPPK1"	"epiplakin 1"	"NM_031308.1"	"NP_112598.2"
"1"	"EPRS"	"glutamyl-prolyl-tRNA synthetase"	"NM_004446.2"	"NP_004437.2"
"1"	"EPS15"	"transcript variant 1"	"NM_001981.2"	"NP_001972.1"
"19"	"EPS15L1"	"transcript variant 2"	"NM_021235.2"	"NP_067058.1"
"12"	"EPS8"	"epidermal growth factor receptor pathway substrate 8"	"NM_004447.5"	"NP_004438.3"
"19"	"EPS8L1"	"transcript variant 2"	"NM_017729.3"	"NP_060199.3"
"11"	"EPS8L2"	"EPS8-like 2"	"NM_022772.3"	"NP_073609.2"
"1"	"EPS8L3"	"transcript variant 3"	"NM_024526.3"	"NP_078802.2"
"13"	"EPSTI1"	"transcript variant 1"	"NM_001002264.2"	"NP_001002264.1"
"2"	"EPT1"	"ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)"	"NM_033505.2"	"NP_277040.1"
"17"	"EPX"	"eosinophil peroxidase"	"NM_000502.4"	"NP_000493.1"
"12"	"EPYC"	"epiphycan"	"NM_004950.4"	"NP_004941.2"
"17"	"ERAL1"	"Era G-protein-like 1 (E. coli)"	"NM_005702.2"	"NP_005693.1"
"5"	"ERAP1"	"transcript variant 1"	"NM_016442.3"	"NP_057526.3"
"5"	"ERAP2"	"transcript variant 1"	"NM_022350.3"	"NP_071745.1"
"X"	"ERAS"	"ES cell expressed Ras"	"NM_181532.2"	"NP_853510.1"
"17"	"ERBB2"	"transcript variant 2"	"NM_001005862.1"	"NP_001005862.1"
"5"	"ERBB2IP"	"transcript variant 2"	"NM_018695.3"	"NP_061165.1"
"12"	"ERBB3"	"transcript variant s"	"NM_001005915.1"	"NP_001005915.1"
"2"	"ERBB4"	"transcript variant JM-a/CVT-2"	"NM_001042599.1"	"NP_001036064.1"
"12"	"ERC1"	"transcript variant beta"	"NR_027948.1"	""
"3"	"ERC2"	"ELKS/RAB6-interacting/CAST family member 2"	"NM_015576.1"	"NP_056391.1"
"3"	"ERC2-IT1"	"ERC2 intronic transcript 1 (non-protein coding)"	"NR_024615.1"	""
"19"	"ERCC1"	"transcript variant 2"	"NM_001983.3"	"NP_001974.1"
"19"	"ERCC2"	"transcript variant 1"	"NM_000400.3"	"NP_000391.1"
"2"	"ERCC3"	"excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)"	"NM_000122.1"	"NP_000113.1"
"16"	"ERCC4"	"excision repair cross-complementing rodent repair deficiency, complementation group 4"	"NM_005236.2"	"NP_005227.1"
"13"	"ERCC5"	"excision repair cross-complementing rodent repair deficiency, complementation group 5 (expired, new version available)"	"NM_000123.2"	"NP_000114.2"
"10"	"ERCC6"	"excision repair cross-complementing rodent repair deficiency, complementation group 6"	"NM_000124.2"	"NP_000115.1"
"X"	"ERCC6L"	"excision repair cross-complementing rodent repair deficiency, complementation group 6-like"	"NM_017669.2"	"NP_060139.2"
"9"	"ERCC6L2"	"excision repair cross-complementing rodent repair deficiency, complementation group 6-like 2"	"NM_001010895.2"	"NP_001010895.1"
"5"	"ERCC8"	"transcript variant 1"	"NM_000082.3"	"NP_000073.1"
"4"	"EREG"	"epiregulin"	"NM_001432.2"	"NP_001423.1"
"19"	"ERF"	"Ets2 repressor factor"	"NM_006494.2"	"NP_006485.2"
"21"	"ERG"	"transcript variant 1"	"NM_182918.3"	"NP_891548.1"
"5"	"ERGIC1"	"endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1"	"NM_001031711.2"	"NP_001026881.1"
"12"	"ERGIC2"	"ERGIC and golgi 2"	"NM_016570.2"	"NP_057654.2"
"20"	"ERGIC3"	"transcript variant 2"	"NM_015966.2"	"NP_057050.1"
"14"	"ERH"	"enhancer of rudimentary homolog (Drosophila)"	"NM_004450.2"	"NP_004441.1"
"8"	"ERI1"	"exoribonuclease 1"	"NM_153332.3"	"NP_699163.2"
"16"	"ERI2"	"transcript variant 2"	"NM_080663.2"	"NP_542394.2"
"1"	"ERI3"	"ERI1 exoribonuclease family member 3"	"NM_024066.1"	"NP_076971.1"
"8"	"ERICH1"	"glutamate-rich 1"	"NM_207332.1"	"NP_997215.1"
"2"	"ERICH2"	"glutamate-rich 2"	"XM_209489.7"	"XP_209489.4"
"2"	"ERLEC1"	"transcript variant 1"	"NM_015701.4"	"NP_056516.2"
"10"	"ERLIN1"	"ER lipid raft associated 1"	"NM_006459.3"	"NP_006450.2"
"8"	"ERLIN2"	"transcript variant 1"	"NM_007175.6"	"NP_009106.1"
"1"	"ERMAP"	"transcript variant 2"	"NM_018538.3"	"NP_061008.2"
"2"	"ERMN"	"transcript variant 1"	"NM_001009959.1"	"NP_001009959.1"
"9"	"ERMP1"	"endoplasmic reticulum metallopeptidase 1"	"NM_024896.2"	"NP_079172.2"
"17"	"ERN1"	"endoplasmic reticulum to nucleus signaling 1"	"NM_001433.3"	"NP_001424.3"
"16"	"ERN2"	"endoplasmic reticulum to nucleus signaling 2"	"NM_033266.3"	"NP_150296.3"
"14"	"ERO1L"	"ERO1-like (S. cerevisiae)"	"NM_014584.1"	"NP_055399.1"
"1"	"ERO1LB"	"ERO1-like beta (S. cerevisiae)"	"NM_019891.3"	"NP_063944.3"
"12"	"ERP27"	"endoplasmic reticulum protein 27"	"NM_152321.2"	"NP_689534.1"
"12"	"ERP29"	"transcript variant 2"	"NM_001034025.1"	"NP_001029197.1"
"9"	"ERP44"	"endoplasmic reticulum protein 44"	"NM_015051.1"	"NP_055866.1"
"1"	"ERRFI1"	"ERBB receptor feedback inhibitor 1"	"NM_018948.3"	"NP_061821.1"
"7"	"ERV3-1"	"endogenous retrovirus group 3, member 1"	"NM_001007253.3"	"NP_001007254.2"
"11"	"ESAM"	"endothelial cell adhesion molecule"	"NM_138961.2"	"NP_620411.2"
"18"	"ESCO1"	"establishment of cohesion 1 homolog 1 (S. cerevisiae)"	"NM_052911.2"	"NP_443143.2"
"8"	"ESCO2"	"establishment of cohesion 1 homolog 2 (S. cerevisiae)"	"NM_001017420.2"	"NP_001017420.1"
"13"	"ESD"	"esterase D"	"NM_001984.1"	"NP_001975.1"
"20"	"ESF1"	"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)"	"NM_016649.3"	"NP_057733.2"
"5"	"ESM1"	"transcript variant 1"	"NM_007036.4"	"NP_008967.1"
"12"	"ESPL1"	"extra spindle pole bodies homolog 1 (S. cerevisiae)"	"NM_012291.4"	"NP_036423.4"
"1"	"ESPN"	"espin"	"NM_031475.2"	"NP_113663.2"
"2"	"ESPNL"	"espin-like"	"NM_194312.2"	"NP_919288.2"
"1"	"ESPNP"	"espin pseudogene"	"NR_026567.1"	""
"6"	"ESR1"	"transcript variant 1"	"NM_000125.3"	"NP_000116.2"
"14"	"ESR2"	"transcript variant b"	"NM_001040275.1"	"NP_001035365.1"
"3"	"ESRG"	"embryonic stem cell related (non-protein coding)"	"NR_027122.1"	""
"8"	"ESRP1"	"transcript variant 1"	"NM_017697.3"	"NP_060167.2"
"16"	"ESRP2"	"epithelial splicing regulatory protein 2"	"NM_024939.2"	"NP_079215.2"
"11"	"ESRRA"	"estrogen-related receptor alpha"	"NM_004451.3"	"NP_004442.3"
"14"	"ESRRB"	"estrogen-related receptor beta"	"NM_004452.3"	"NP_004443.3"
"1"	"ESRRG"	"transcript variant 3"	"NM_206595.1"	"NP_996318.1"
"X"	"ESX1"	"ESX homeobox 1"	"NM_153448.3"	"NP_703149.1"
"12"	"ESYT1"	"transcript variant 2"	"NM_015292.2"	"NP_056107.1"
"7"	"ESYT2"	"extended synaptotagmin-like protein 2"	"NM_020728.2"	"NP_065779.1"
"3"	"ESYT3"	"extended synaptotagmin-like protein 3"	"NM_031913.3"	"NP_114119.2"
"2"	"ETAA1"	"Ewing tumor-associated antigen 1"	"NM_019002.3"	"NP_061875.2"
"5"	"ETF1"	"transcript variant 1"	"NM_004730.3"	"NP_004721.1"
"15"	"ETFA"	"transcript variant 1"	"NM_000126.3"	"NP_000117.1"
"19"	"ETFB"	"electron-transfer-flavoprotein, beta polypeptide, transcript variant 1"	"NM_001014763.1"	"NP_001976.1"
"19"	"ETFB"	"transcript variant 1"	"NM_001985.2"	"NP_001976.1"
"4"	"ETFDH"	"electron-transferring-flavoprotein dehydrogenase"	"NM_004453.2"	"NP_004444.2"
"19"	"ETHE1"	"ethylmalonic encephalopathy 1"	"NM_014297.3"	"NP_055112.2"
"12"	"ETNK1"	"transcript variant 1"	"NM_018638.4"	"NP_061108.2"
"1"	"ETNK2"	"ethanolamine kinase 2"	"NM_018208.2"	"NP_060678.2"
"11"	"ETS1"	"transcript variant 2"	"NM_005238.3"	"NP_005229.1"
"21"	"ETS2"	"transcript variant 2"	"NM_001256295.1"	"NP_001243224.1"
"7"	"ETV1"	"transcript variant 1"	"NM_004956.4"	"NP_004947.2"
"19"	"ETV2"	"ets variant 2"	"NM_014209.2"	"NP_055024.2"
"1"	"ETV3"	"transcript variant 2"	"NM_005240.1"	"NP_005231.1"
"1"	"ETV3L"	"ets variant 3-like"	"NM_001004341.2"	"NP_001004341.1"
"17"	"ETV4"	"transcript variant 1"	"NM_001986.2"	"NP_001977.1"
"3"	"ETV5"	"ets variant 5"	"NM_004454.2"	"NP_004445.1"
"12"	"ETV6"	"ets variant 6"	"NM_001987.4"	"NP_001978.1"
"6"	"ETV7"	"transcript variant 1"	"NM_016135.3"	"NP_057219.1"
"4"	"EVC"	"Ellis van Creveld syndrome"	"NM_153717.2"	"NP_714928.1"
"4"	"EVC2"	"transcript variant 1"	"NM_147127.4"	"NP_667338.3"
"17"	"EVI2A"	"transcript variant 2"	"NM_014210.3"	"NP_055025.2"
"17"	"EVI2B"	"ecotropic viral integration site 2B"	"NM_006495.3"	"NP_006486.3"
"1"	"EVI5"	"ecotropic viral integration site 5"	"NM_005665.4"	"NP_005656.4"
"19"	"EVI5L"	"transcript variant 2"	"NM_145245.3"	"NP_660288.1"
"14"	"EVL"	"Enah/Vasp-like"	"NM_016337.2"	"NP_057421.1"
"17"	"EVPL"	"envoplakin"	"NM_001988.2"	"NP_001979.2"
"17"	"EVPLL"	"envoplakin-like"	"NM_001145127.1"	"NP_001138599.1"
"7"	"EVX1"	"even-skipped homeobox 1"	"NM_001989.3"	"NP_001980.1"
"2"	"EVX2"	"even-skipped homeobox 2"	"NM_001080458.1"	"NP_001073927.1"
"22"	"EWSR1"	"transcript variant 2"	"NM_005243.3"	"NP_005234.1"
"15"	"EXD1"	"exonuclease 3\'-5\' domain containing 1"	"NM_152596.2"	"NP_689809.2"
"14"	"EXD2"	"transcript variant 1"	"NM_001193360.1"	"NP_001180289.1"
"9"	"EXD3"	"exonuclease 3\'-5\' domain containing 3"	"NM_017820.3"	"NP_060290.3"
"1"	"EXO1"	"transcript variant 1"	"NM_006027.4"	"NP_006018.4"
"4"	"EXOC1"	"transcript variant 1"	"NM_018261.3"	"NP_060731.2"
"6"	"EXOC2"	"transcript variant 1"	"NM_018303.5"	"NP_060773.3"
"5"	"EXOC3"	"exocyst complex component 3"	"NM_007277.4"	"NP_009208.2"
"16"	"EXOC3L1"	"exocyst complex component 3-like 1"	"NM_178516.3"	"NP_848611.2"
"19"	"EXOC3L2"	"exocyst complex component 3-like 2"	"NM_138568.3"	"NP_612635.3"
"14"	"EXOC3L4"	"exocyst complex component 3-like 4"	"NM_001077594.1"	"NP_001071062.1"
"7"	"EXOC4"	"transcript variant 1"	"NM_021807.3"	"NP_068579.3"
"14"	"EXOC5"	"exocyst complex component 5"	"NM_006544.3"	"NP_006535.1"
"10"	"EXOC6"	"transcript variant 1"	"NM_019053.4"	"NP_061926.3"
"2"	"EXOC6B"	"exocyst complex component 6B"	"NM_015189.1"	"NP_056004.1"
"17"	"EXOC7"	"transcript variant 2"	"NM_015219.3"	"NP_056034.2"
"1"	"EXOC8"	"exocyst complex component 8"	"NM_175876.3"	"NP_787072.2"
"3"	"EXOG"	"transcript variant 1"	"NM_005107.3"	"NP_005098.2"
"10"	"EXOSC1"	"exosome component 1"	"NM_016046.3"	"NP_057130.1"
"1"	"EXOSC10"	"transcript variant 1"	"NM_001001998.1"	"NP_001001998.1"
"9"	"EXOSC2"	"exosome component 2"	"NM_014285.5"	"NP_055100.2"
"9"	"EXOSC3"	"transcript variant 1"	"NM_016042.3"	"NP_057126.2"
"8"	"EXOSC4"	"exosome component 4"	"NM_019037.2"	"NP_061910.1"
"19"	"EXOSC5"	"exosome component 5"	"NM_020158.3"	"NP_064543.3"
"16"	"EXOSC6"	"exosome component 6"	"NM_058219.2"	"NP_478126.1"
"3"	"EXOSC7"	"transcript variant 1"	"NM_015004.3"	"NP_055819.2"
"13"	"EXOSC8"	"exosome component 8"	"NM_181503.2"	"NP_852480.1"
"4"	"EXOSC9"	"transcript variant 2"	"NM_005033.2"	"NP_005024.2"
"11"	"EXPH5"	"exophilin 5"	"NM_015065.2"	"NP_055880.2"
"8"	"EXT1"	"exostosin 1"	"NM_000127.2"	"NP_000118.2"
"11"	"EXT2"	"transcript variant 1"	"NM_000401.3"	"NP_000392.3"
"1"	"EXTL1"	"exostoses (multiple)-like 1"	"NM_004455.2"	"NP_004446.2"
"1"	"EXTL2"	"transcript variant 1"	"NM_001439.3"	"NP_001430.1"
"8"	"EXTL3"	"exostoses (multiple)-like 3"	"NM_001440.2"	"NP_001431.1"
"8"	"EYA1"	"transcript variant 3"	"NM_000503.4"	"NP_000494.2"
"8"	"EYA1"	"transcript variant 2"	"NM_172058.2"	"NP_742055.1"
"20"	"EYA2"	"transcript variant 1"	"NM_005244.4"	"NP_005235.3"
